geo;indicator;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008
rou;flood_deaths_annual_number;215;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;2;2;0;20;31;34;9;7;9;3;10;97;51;12;5
rus;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;46;0;4;2;14;0;3;37;259;0;18;22;0;0;0
rwa;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;12;69;0;0;0;0;30;0
sau;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;12;5;63;0;0;0
scg;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;0;0;0;0;0;2;0;0;0
sdn;flood_deaths_annual_number;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;96;0;0;0;0;21;8;0;152;8;103;38;0;3;0;20;0;5;27;150;17
sen;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;8;0;0;0;8;1
slb;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sle;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;10;20;0;0;0
slv;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;0;500;0;0;0;0;0;33;10;0;0;2;0;0;8;0;0;0;7;2;0;1;0;0;48;0;2;30
som;flood_deaths_annual_number;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;34;0;0;0;0;100;20;3;2311;0;0;0;0;0;1;0;12;102;25;0
